datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,50-54,15,149
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,55-59,11,128
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,60-64,10,95
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,65-69,3,55
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,70-74,4,35
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,75-79,3,61
2021-02-04,Comirnaty,CZ080,Moravskoslezský kraj,80+,312,217
2021-02-04,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,75-79,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,80+,158,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,18-24,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,25-29,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,30-34,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,35-39,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,40-44,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,45-49,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,50-54,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,55-59,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,70-74,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,80+,46,0
2021-02-04,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,60-64,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,65-69,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,70-74,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,75-79,10,0
2021-02-04,COVID-19 Vaccine Moderna,CZ032,Plzeňský kraj,80+,23,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,18-24,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,35-39,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,40-44,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,45-49,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,50-54,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,55-59,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,60-64,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,65-69,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,70-74,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,75-79,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ041,Karlovarský kraj,80+,43,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,35-39,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,60-64,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,65-69,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,70-74,9,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,75-79,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,80+,13,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,18-24,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,30-34,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,35-39,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,40-44,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,45-49,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,50-54,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,55-59,9,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,60-64,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,65-69,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,70-74,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,75-79,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,80+,45,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,18-24,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,25-29,9,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,30-34,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,35-39,19,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,40-44,30,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,45-49,18,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,50-54,15,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,55-59,14,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,60-64,13,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,65-69,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,70-74,10,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,75-79,13,0
2021-02-04,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,80+,70,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,30-34,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,35-39,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,40-44,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,45-49,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,50-54,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,55-59,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,60-64,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,65-69,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,70-74,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,75-79,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,80+,144,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,25-29,1,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,35-39,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,40-44,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,45-49,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,50-54,9,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,55-59,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,60-64,6,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,65-69,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,70-74,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,75-79,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ072,Zlínský kraj,80+,9,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,18-24,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,25-29,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,30-34,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,35-39,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,40-44,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,45-49,2,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,50-54,5,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,55-59,8,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,60-64,7,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,65-69,4,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,70-74,3,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,75-79,13,0
2021-02-04,COVID-19 Vaccine Moderna,CZ080,Moravskoslezský kraj,80+,80,0
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,0-17,1,0
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,18-24,9,66
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,25-29,21,110
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,30-34,29,107
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,35-39,25,133
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,40-44,38,162
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,45-49,22,179
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,50-54,23,157
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,55-59,22,154
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,60-64,24,131
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,65-69,15,115
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,70-74,11,132
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,75-79,20,94
2021-02-05,Comirnaty,CZ010,Hlavní město Praha,80+,823,343
2021-02-05,Comirnaty,CZ020,Středočeský kraj,0-17,0,1
2021-02-05,Comirnaty,CZ020,Středočeský kraj,18-24,9,34
2021-02-05,Comirnaty,CZ020,Středočeský kraj,25-29,8,41
2021-02-05,Comirnaty,CZ020,Středočeský kraj,30-34,15,53
2021-02-05,Comirnaty,CZ020,Středočeský kraj,35-39,24,92
2021-02-05,Comirnaty,CZ020,Středočeský kraj,40-44,33,130
2021-02-05,Comirnaty,CZ020,Středočeský kraj,45-49,47,169
2021-02-05,Comirnaty,CZ020,Středočeský kraj,50-54,24,146
2021-02-05,Comirnaty,CZ020,Středočeský kraj,55-59,35,136
2021-02-05,Comirnaty,CZ020,Středočeský kraj,60-64,39,122
2021-02-05,Comirnaty,CZ020,Středočeský kraj,65-69,16,107
2021-02-05,Comirnaty,CZ020,Středočeský kraj,70-74,26,42
2021-02-05,Comirnaty,CZ020,Středočeský kraj,75-79,25,19
2021-02-05,Comirnaty,CZ020,Středočeský kraj,80+,145,9
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,18-24,3,28
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,25-29,2,38
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,30-34,3,41
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,35-39,9,85
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,40-44,8,98
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,45-49,7,112
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,50-54,5,113
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,55-59,7,105
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,60-64,7,96
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,65-69,8,80
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,70-74,3,84
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,75-79,6,95
2021-02-05,Comirnaty,CZ031,Jihočeský kraj,80+,23,391
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,18-24,0,15
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,25-29,0,29
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,30-34,0,24
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,35-39,0,33
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,40-44,0,43
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,45-49,0,55
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,50-54,0,47
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,55-59,0,25
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,60-64,0,30
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,65-69,0,16
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,70-74,0,11
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,75-79,1,4
2021-02-05,Comirnaty,CZ032,Plzeňský kraj,80+,0,11
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,18-24,2,10
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,25-29,3,9
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,30-34,5,21
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,35-39,7,20
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,40-44,11,24
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,45-49,22,42
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,50-54,7,42
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,55-59,14,21
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,60-64,7,18
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,65-69,7,12
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,70-74,2,8
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,75-79,3,8
2021-02-05,Comirnaty,CZ041,Karlovarský kraj,80+,93,13
2021-02-05,Comirnaty,CZ042,Ústecký kraj,18-24,5,15
2021-02-05,Comirnaty,CZ042,Ústecký kraj,25-29,6,16
2021-02-05,Comirnaty,CZ042,Ústecký kraj,30-34,6,23
2021-02-05,Comirnaty,CZ042,Ústecký kraj,35-39,5,24
2021-02-05,Comirnaty,CZ042,Ústecký kraj,40-44,17,43
2021-02-05,Comirnaty,CZ042,Ústecký kraj,45-49,16,71
2021-02-05,Comirnaty,CZ042,Ústecký kraj,50-54,16,53
2021-02-05,Comirnaty,CZ042,Ústecký kraj,55-59,9,44
2021-02-05,Comirnaty,CZ042,Ústecký kraj,60-64,19,22
2021-02-05,Comirnaty,CZ042,Ústecký kraj,65-69,5,13
2021-02-05,Comirnaty,CZ042,Ústecký kraj,70-74,4,7
2021-02-05,Comirnaty,CZ042,Ústecký kraj,75-79,4,4
2021-02-05,Comirnaty,CZ042,Ústecký kraj,80+,71,3
2021-02-05,Comirnaty,CZ051,Liberecký kraj,0-17,0,1
2021-02-05,Comirnaty,CZ051,Liberecký kraj,18-24,2,18
2021-02-05,Comirnaty,CZ051,Liberecký kraj,25-29,2,24
2021-02-05,Comirnaty,CZ051,Liberecký kraj,30-34,2,21
2021-02-05,Comirnaty,CZ051,Liberecký kraj,35-39,2,27
2021-02-05,Comirnaty,CZ051,Liberecký kraj,40-44,4,38
2021-02-05,Comirnaty,CZ051,Liberecký kraj,45-49,8,56
2021-02-05,Comirnaty,CZ051,Liberecký kraj,50-54,4,51
2021-02-05,Comirnaty,CZ051,Liberecký kraj,55-59,5,51
2021-02-05,Comirnaty,CZ051,Liberecký kraj,60-64,3,34
2021-02-05,Comirnaty,CZ051,Liberecký kraj,65-69,2,31
2021-02-05,Comirnaty,CZ051,Liberecký kraj,70-74,3,19
2021-02-05,Comirnaty,CZ051,Liberecký kraj,75-79,3,21
2021-02-05,Comirnaty,CZ051,Liberecký kraj,80+,58,64
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,0-17,0,3
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,18-24,1,18
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,25-29,3,36
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,30-34,0,34
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,35-39,2,59
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,40-44,4,74
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,45-49,7,96
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,50-54,4,88
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,55-59,6,83
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,60-64,6,64
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,65-69,4,48
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,70-74,1,26
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,75-79,1,20
2021-02-05,Comirnaty,CZ052,Královéhradecký kraj,80+,50,41
2021-02-05,Comirnaty,CZ053,Pardubický kraj,18-24,2,17
2021-02-05,Comirnaty,CZ053,Pardubický kraj,25-29,2,25
2021-02-05,Comirnaty,CZ053,Pardubický kraj,30-34,2,21
2021-02-05,Comirnaty,CZ053,Pardubický kraj,35-39,3,34
2021-02-05,Comirnaty,CZ053,Pardubický kraj,40-44,3,51
2021-02-05,Comirnaty,CZ053,Pardubický kraj,45-49,3,71
2021-02-05,Comirnaty,CZ053,Pardubický kraj,50-54,3,58
2021-02-05,Comirnaty,CZ053,Pardubický kraj,55-59,6,37
2021-02-05,Comirnaty,CZ053,Pardubický kraj,60-64,7,35
2021-02-05,Comirnaty,CZ053,Pardubický kraj,65-69,4,27
2021-02-05,Comirnaty,CZ053,Pardubický kraj,70-74,1,6
2021-02-05,Comirnaty,CZ053,Pardubický kraj,75-79,1,2
2021-02-05,Comirnaty,CZ053,Pardubický kraj,80+,226,0
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,0-17,0,1
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,18-24,0,6
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,25-29,7,11
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,30-34,5,13
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,35-39,7,11
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,40-44,23,13
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,45-49,24,17
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,50-54,21,18
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,55-59,24,14
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,60-64,26,22
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,65-69,18,11
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,70-74,6,9
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,75-79,8,10
2021-02-05,Comirnaty,CZ063,Kraj Vysočina,80+,158,47
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,18-24,6,47
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,25-29,7,90
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,30-34,4,114
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,35-39,5,155
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,40-44,7,259
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,45-49,7,213
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,50-54,11,187
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,55-59,6,166
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,60-64,5,110
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,65-69,3,48
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,70-74,8,33
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,75-79,7,41
2021-02-05,Comirnaty,CZ064,Jihomoravský kraj,80+,314,170
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,18-24,3,8
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,25-29,3,27
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,30-34,1,28
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,35-39,6,47
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,40-44,6,76
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,45-49,13,63
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,50-54,6,83
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,55-59,6,85
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,60-64,8,62
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,65-69,2,45
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,70-74,4,27
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,75-79,4,27
2021-02-05,Comirnaty,CZ071,Olomoucký kraj,80+,57,198
2021-02-05,Comirnaty,CZ072,Zlínský kraj,18-24,3,17
2021-02-05,Comirnaty,CZ072,Zlínský kraj,25-29,3,26
2021-02-05,Comirnaty,CZ072,Zlínský kraj,30-34,7,38
2021-02-05,Comirnaty,CZ072,Zlínský kraj,35-39,4,46
2021-02-05,Comirnaty,CZ072,Zlínský kraj,40-44,9,60
2021-02-05,Comirnaty,CZ072,Zlínský kraj,45-49,13,79
2021-02-05,Comirnaty,CZ072,Zlínský kraj,50-54,13,64
2021-02-05,Comirnaty,CZ072,Zlínský kraj,55-59,10,67
2021-02-05,Comirnaty,CZ072,Zlínský kraj,60-64,6,62
2021-02-05,Comirnaty,CZ072,Zlínský kraj,65-69,6,42
2021-02-05,Comirnaty,CZ072,Zlínský kraj,70-74,2,27
2021-02-05,Comirnaty,CZ072,Zlínský kraj,75-79,7,5
2021-02-05,Comirnaty,CZ072,Zlínský kraj,80+,144,16
2021-02-05,Comirnaty,CZ072,Zlínský kraj,nezařazeno,0,1
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,18-24,9,27
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,25-29,5,36
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,30-34,7,33
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,35-39,9,45
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,40-44,17,97
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,45-49,21,106
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,50-54,17,80
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,55-59,20,82
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,60-64,14,58
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,65-69,11,25
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,70-74,5,15
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,75-79,2,4
2021-02-05,Comirnaty,CZ080,Moravskoslezský kraj,80+,601,4
2021-02-05,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,75-79,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ020,Středočeský kraj,80+,128,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,30-34,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,55-59,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,65-69,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,70-74,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,75-79,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ031,Jihočeský kraj,80+,75,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,18-24,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,25-29,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,45-49,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,55-59,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,60-64,6,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,65-69,14,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,70-74,41,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,75-79,27,0
2021-02-05,COVID-19 Vaccine Moderna,CZ051,Liberecký kraj,80+,128,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,18-24,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,30-34,3,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,35-39,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,40-44,4,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,45-49,7,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,50-54,4,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,55-59,7,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,60-64,3,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,65-69,17,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,70-74,13,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,75-79,11,0
2021-02-05,COVID-19 Vaccine Moderna,CZ052,Královéhradecký kraj,80+,17,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,18-24,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,30-34,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,40-44,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,45-49,3,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,50-54,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,55-59,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,60-64,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,70-74,1,0
2021-02-05,COVID-19 Vaccine Moderna,CZ053,Pardubický kraj,80+,9,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,18-24,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,25-29,2,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,30-34,4,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,35-39,4,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,40-44,9,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,45-49,20,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,50-54,9,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,55-59,15,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,60-64,18,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,65-69,14,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,70-74,8,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,75-79,13,0
2021-02-05,COVID-19 Vaccine Moderna,CZ064,Jihomoravský kraj,80+,52,0
2021-02-05,COVID-19 Vaccine Moderna,CZ071,Olomoucký kraj,80+,110,0
